日期,合约编码,交易代码,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,到期日,标的代码,标的收盘价,Delta,Theta,Gamma,Vega,Rho,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,连续标志,期货代码,期货收盘
20171108,10001044.SH,510050P1711M03000,3.0,0.1212,0.1272,0.102,0.1219,7156.0,1658.0,8216726.0,10000,20171122,510050.SH,2.874,-0.916,-0.093,1.79,0.087,-0.106,0.11038874163,0.087559728534,0.0805742905456,0.0964026829649,0.107310459396,0.114698609462,0.108166318141,0.104447913249,L1,IH1711,2823.0
20171109,10001044.SH,510050P1711M03000,3.0,0.1227,0.1278,0.1144,0.1144,4195.0,1942.0,5068620.0,10000,20171122,510050.SH,2.885,-0.915,-0.092,1.964,0.085,-0.098,0.105253648491,0.0875166792301,0.080527245313,0.0960628789126,0.107029539987,0.114740048938,0.108008907786,0.104496250768,L1,IH1711,2836.0
20171110,10001044.SH,510050P1711M03000,3.0,0.1138,0.116,0.0809,0.0838,12525.0,3220.0,12339670.0,10000,20171122,510050.SH,2.918,-0.866,-0.153,3.098,0.114,-0.086,0.0895042125963,0.0927200569233,0.0847740382017,0.0914024494812,0.108076504734,0.114582886658,0.108626006417,0.104957571455,L1,IH1711,2866.2
20171113,10001044.SH,510050P1711M03000,3.0,0.0812,0.0812,0.0662,0.0741,41520.0,20975.0,30886668.0,10000,20171122,510050.SH,2.928,-0.863,-0.201,3.509,0.101,-0.064,0.0840434511411,0.0926968663732,0.0845789777518,0.0904837922018,0.107432208043,0.114365692219,0.107969250625,0.103871323098,L1,IH1711,2876.6
20171114,10001044.SH,510050P1711M03000,3.0,0.0752,0.0866,0.0699,0.0852,29515.0,20625.0,23674505.0,10000,20171122,510050.SH,2.913,-0.926,-0.104,2.439,0.061,-0.061,0.0874030001393,0.0959137665211,0.0871175995645,0.0910930775549,0.106559083504,0.114791986423,0.108283788286,0.104100022708,L1,IH1711,2862.8
20171115,10001044.SH,510050P1711M03000,3.0,0.0916,0.1003,0.0831,0.0972,25361.0,18473.0,23715950.0,10000,20171122,510050.SH,2.901,-0.939,-0.111,1.964,0.049,-0.054,0.0890951473854,0.0958943764392,0.0846303156244,0.091085348987,0.103892739271,0.114787817278,0.108493248644,0.10427562815,L1,IH1711,2848.0
20171116,10001044.SH,510050P1711M03000,3.0,0.1004,0.1009,0.0671,0.0687,23707.0,18687.0,19124676.0,10000,20171122,510050.SH,2.932,-0.91,-0.161,3.331,0.061,-0.045,0.0984930942789,0.100736860623,0.0878558752231,0.0927065463979,0.104994867489,0.114447129406,0.108998025753,0.104709597703,L1,IH1711,2879.6
20171117,10001044.SH,510050P1711M03000,3.0,0.0714,0.0733,0.0265,0.0273,66336.0,24969.0,34373266.0,10000,20171122,510050.SH,2.99,-0.558,-0.761,7.013,0.138,-0.023,0.127276819005,0.113115088762,0.100259905666,0.0993095365014,0.108911436876,0.117140239553,0.111411000929,0.106844172557,L1,IH1711,2905.8
20171120,10001044.SH,510050P1711M03000,3.0,0.0285,0.0479,0.0132,0.0161,131756.0,28454.0,41565848.0,10000,20171122,510050.SH,2.996,-0.537,-1.245,11.138,0.088,-0.009,0.121656254757,0.112683965183,0.0988907132397,0.0991984599191,0.108736896129,0.110409769481,0.111336860885,0.106349861981,L1,,
20171121,10001044.SH,510050P1711M03000,3.0,0.0163,0.0196,0.0006,0.0009,76022.0,27502.0,3562144.0,10000,20171122,510050.SH,3.046,-0.067,-0.732,4.159,0.021,-0.001,0.131186574812,0.121370694869,0.105352838296,0.102291000542,0.110352695154,0.112327926722,0.11280183469,0.107802412832,L1,,
20171122,10001044.SH,510050P1711M03000,3.0,0.0007,0.0009,0.0001,0.0001,11405.0,22826.0,34723.0,10000,20171122,510050.SH,3.067,,,,,,0.126858172013,0.119979283543,0.10559342754,0.102257664653,0.110422013476,0.11253127398,0.112416640233,0.107976104829,L1,,
