日期,合约编码,交易代码,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,到期日,标的代码,标的收盘价,Delta,Theta,Gamma,Vega,Rho,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,连续标志,期货代码,期货收盘
20180124,10001209.SH,510050C1806M03600,3.6,0.0504,0.0658,0.0491,0.0589,5922.0,3105.0,3347703.0,10000,20180627,510050.SH,3.172,0.234,-0.185,0.675,0.631,0.288,0.0775503100435,0.117839227383,0.11988241124,0.152272789589,0.13202566046,0.128921923921,0.12721330042,0.128403284641,L4,IH1806,3213.0
20180125,10001209.SH,510050C1806M03600,3.6,0.0571,0.0587,0.045,0.0513,3922.0,4509.0,2024766.0,10000,20180627,510050.SH,3.15,0.214,-0.172,0.658,0.594,0.261,0.0951015273298,0.0858883645164,0.122672257937,0.152967644119,0.132599370388,0.129449903673,0.127179187338,0.128799167758,L3,IH1806,3189.2
20180126,10001209.SH,510050C1806M03600,3.6,0.0508,0.0554,0.045,0.05,2302.0,5485.0,1156763.0,10000,20180627,510050.SH,3.171,0.215,-0.168,0.687,0.599,0.264,0.0932605840362,0.0856969794974,0.119376814326,0.153287757675,0.132225213545,0.127731413976,0.127220957103,0.128878216481,L3,IH1806,3215.0
20180129,10001209.SH,510050C1806M03600,3.6,0.0511,0.057,0.0365,0.0388,5556.0,9342.0,2378615.0,10000,20180627,510050.SH,3.114,0.178,-0.149,0.623,0.519,0.211,0.144430250747,0.117693650901,0.127076376935,0.158431285065,0.13614532434,0.130208671362,0.129413251682,0.13092019105,L3,IH1806,3155.0
20180130,10001209.SH,510050C1806M03600,3.6,0.0381,0.0402,0.0305,0.031,4317.0,10919.0,1490844.0,10000,20180627,510050.SH,3.075,0.151,-0.131,0.574,0.459,0.176,0.158918748851,0.121945096939,0.134860014052,0.160720842144,0.138079321221,0.13166667479,0.130562752468,0.131872979525,L3,IH1806,3117.2
20180131,10001209.SH,510050C1806M03600,3.6,0.0318,0.0377,0.0301,0.0357,2802.0,11752.0,950879.0,10000,20180627,510050.SH,3.113,0.17,-0.142,0.621,0.5,0.199,0.169439227118,0.126203509408,0.133211567393,0.161010238872,0.139020297707,0.132612442549,0.13127225535,0.131491956069,L3,IH1806,3150.2
20180201,10001209.SH,510050C1806M03600,3.6,0.0353,0.041,0.0334,0.0405,2847.0,12525.0,1088686.0,10000,20180627,510050.SH,3.134,0.186,-0.155,0.646,0.531,0.217,0.163558718546,0.126689703458,0.133680927276,0.16133472974,0.13921410075,0.132343204236,0.131094635321,0.13163045808,L3,IH1806,3161.4
20180202,10001209.SH,510050C1806M03600,3.6,0.0401,0.0466,0.0349,0.044,3928.0,13721.0,1603975.0,10000,20180627,510050.SH,3.145,0.196,-0.164,0.657,0.549,0.228,0.163953076549,0.12660947383,0.133400941488,0.161316863795,0.139191158015,0.132203115672,0.130950061332,0.13164852883,L3,IH1806,3188.0
20180205,10001209.SH,510050C1806M03600,3.6,0.0432,0.0543,0.0396,0.0536,3226.0,14472.0,1533724.0,10000,20180627,510050.SH,3.18,0.224,-0.186,0.69,0.594,0.257,0.170428250192,0.12933052699,0.133278128043,0.161240654776,0.140040812646,0.13054593587,0.131421997105,0.131544972267,L3,IH1806,3223.0
20180206,10001209.SH,510050C1806M03600,3.6,0.0512,0.0561,0.0438,0.0466,5411.0,13192.0,2773226.0,10000,20180627,510050.SH,3.11,0.195,-0.178,0.612,0.533,0.217,0.191692005188,0.156485497367,0.151529163328,0.168046088934,0.145428046235,0.134517171178,0.134515895769,0.134314311649,L3,IH1806,3125.0
20180207,10001209.SH,510050C1806M03600,3.6,0.0504,0.06,0.035,0.0351,7179.0,15491.0,3203783.0,10000,20180627,510050.SH,3.023,0.155,-0.153,0.526,0.446,0.166,0.230752277481,0.187638297886,0.174795902835,0.177729954908,0.153430942387,0.140821745684,0.139097057862,0.138722659311,L3,IH1806,3022.0
20180208,10001209.SH,510050C1806M03600,3.6,0.0345,0.0408,0.0286,0.0326,6987.0,16673.0,2369746.0,10000,20180627,510050.SH,2.939,0.139,-0.151,0.459,0.402,0.143,0.258062076457,0.212540196053,0.183866489004,0.186702090582,0.160213044143,0.146655022788,0.142578249348,0.142702025055,L3,IH1806,2950.2
20180209,10001209.SH,510050C1806M03600,3.6,0.0288,0.057,0.027,0.0402,6617.0,15596.0,2640279.0,10000,20180627,510050.SH,2.803,0.145,-0.185,0.395,0.393,0.139,0.312694311343,0.263540730932,0.228819864173,0.208506208713,0.1786962861,0.161783793549,0.155208362378,0.152810218058,L3,IH1806,2767.0
20180212,10001209.SH,510050C1806M03600,3.6,0.0402,0.0425,0.0239,0.0251,4357.0,17735.0,1478762.0,10000,20180627,510050.SH,2.8,0.108,-0.135,0.366,0.316,0.103,0.315437707614,0.260132411969,0.228770525441,0.204326691999,0.178605972843,0.161693638792,0.155177863594,0.152798500122,L3,IH1806,2782.8
20180213,10001209.SH,510050C1806M03600,3.6,0.0249,0.035,0.0249,0.0283,2768.0,17847.0,777798.0,10000,20180627,510050.SH,2.848,0.12,-0.146,0.397,0.345,0.115,0.342873544151,0.267869130552,0.228769257592,0.207454045594,0.180170464974,0.163394184621,0.156452530438,0.150383062846,L3,IH1806,2836.0
20180214,10001209.SH,510050C1806M03600,3.6,0.0282,0.0317,0.0278,0.0309,2265.0,18924.0,676668.0,10000,20180627,510050.SH,2.866,0.128,-0.156,0.411,0.362,0.122,0.334679516948,0.269364057581,0.229539531263,0.204934580698,0.180403271172,0.163076616888,0.156040344369,0.150491740711,L3,IH1806,2864.0
20180222,10001209.SH,510050C1806M03600,3.6,0.0303,0.0352,0.029,0.0293,1868.0,18854.0,597216.0,10000,20180627,510050.SH,2.925,0.129,-0.156,0.441,0.36,0.119,0.357111908532,0.277405366272,0.237011921769,0.208824595408,0.183135330462,0.165244518529,0.157979629057,0.152155518139,L3,IH1806,2915.0
20180223,10001209.SH,510050C1806M03600,3.6,0.0293,0.0298,0.0239,0.0258,1912.0,19673.0,497876.0,10000,20180627,510050.SH,2.955,0.122,-0.142,0.453,0.348,0.114,0.36381970488,0.28068368166,0.238407540466,0.203950779881,0.183727959203,0.165680611913,0.157295605295,0.152420933084,L3,IH1806,2958.2
20180226,10001209.SH,510050C1806M03600,3.6,0.0261,0.0297,0.024,0.0269,2015.0,20474.0,526682.0,10000,20180627,510050.SH,2.965,0.126,-0.149,0.462,0.353,0.115,0.355868684533,0.280135727468,0.238365144456,0.204077144799,0.183764321683,0.163010041133,0.156870169602,0.152082970092,L3,IH1806,2977.6
20180227,10001209.SH,510050C1806M03600,3.6,0.0267,0.029,0.0213,0.0213,2080.0,21490.0,515562.0,10000,20180627,510050.SH,2.92,0.105,-0.13,0.414,0.305,0.094,0.349430072099,0.276441808026,0.240953132093,0.205738994635,0.185570693768,0.163850700421,0.158177776889,0.152578765616,L3,IH1806,2920.0
20180228,10001209.SH,510050C1806M03600,3.6,0.0147,0.0215,0.0147,0.0185,5208.0,22151.0,1021611.0,10000,20180627,510050.SH,2.871,0.092,-0.12,0.374,0.272,0.081,0.334193080056,0.279523176253,0.2439230758,0.202916373908,0.187759510906,0.165684164114,0.159644074336,0.15386577027,L3,IH1806,2869.0
