日期,合约编码,交易代码,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,到期日,标的代码,标的收盘价,Delta,Theta,Gamma,Vega,Rho,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,连续标志,期货代码,期货收盘
20180130,10001229.SH,510050C1809M02850,2.85,0.4107,0.4107,0.3751,0.3752,267.0,166.0,1047488.0,10000,20180926,510050.SH,3.075,0.736,-0.19,0.608,0.813,1.238,0.158918748851,0.121945096939,0.134860014052,0.160720842144,0.138079321221,0.13166667479,0.130562752468,0.131872979525,L4,IH1809,3121.4
20180131,10001229.SH,510050C1809M02850,2.85,0.375,0.4079,0.375,0.4064,281.0,375.0,1113165.0,10000,20180926,510050.SH,3.113,0.756,-0.19,0.567,0.789,1.27,0.169439227118,0.126203509408,0.133211567393,0.161010238872,0.139020297707,0.132612442549,0.13127225535,0.131491956069,L4,IH1809,3150.0
20180201,10001229.SH,510050C1809M02850,2.85,0.4115,0.425,0.4001,0.4185,300.0,593.0,1234358.0,10000,20180926,510050.SH,3.134,0.771,-0.186,0.556,0.765,1.298,0.163558718546,0.126689703458,0.133680927276,0.16133472974,0.13921410075,0.132343204236,0.131094635321,0.13163045808,L4,IH1809,3158.6
20180202,10001229.SH,510050C1809M02850,2.85,0.4057,0.4434,0.3954,0.4434,723.0,658.0,2942526.0,10000,20180926,510050.SH,3.145,0.761,-0.201,0.516,0.784,1.262,0.163953076549,0.12660947383,0.133400941488,0.161316863795,0.139191158015,0.132203115672,0.130950061332,0.13164852883,L4,IH1809,3192.6
20180205,10001229.SH,510050C1809M02850,2.85,0.425,0.4693,0.42,0.4681,159.0,727.0,717600.0,10000,20180926,510050.SH,3.18,0.775,-0.204,0.484,0.762,1.272,0.170428250192,0.12933052699,0.133278128043,0.161240654776,0.140040812646,0.13054593587,0.131421997105,0.131544972267,L4,IH1809,3229.0
20180206,10001229.SH,510050C1809M02850,2.85,0.4539,0.4539,0.4247,0.428,224.0,818.0,989052.0,10000,20180926,510050.SH,3.11,0.734,-0.217,0.522,0.814,1.18,0.191692005188,0.156485497367,0.151529163328,0.168046088934,0.145428046235,0.134517171178,0.134515895769,0.134314311649,L4,IH1809,3133.8
20180207,10001229.SH,510050C1809M02850,2.85,0.4535,0.4576,0.3564,0.3564,865.0,868.0,3258128.0,10000,20180926,510050.SH,3.023,0.69,-0.214,0.603,0.848,1.096,0.230752277481,0.187638297886,0.174795902835,0.177729954908,0.153430942387,0.140821745684,0.139097057862,0.138722659311,L4,IH1809,3031.0
20180208,10001229.SH,510050C1809M02850,2.85,0.35,0.3528,0.2768,0.2992,1224.0,1280.0,3766298.0,10000,20180926,510050.SH,2.939,0.638,-0.214,0.663,0.875,0.993,0.258062076457,0.212540196053,0.183866489004,0.186702090582,0.160213044143,0.146655022788,0.142578249348,0.142702025055,L4,IH1809,2961.2
20180209,10001229.SH,510050C1809M02850,2.85,0.269,0.302,0.2,0.2664,2604.0,1629.0,6784727.0,10000,20180926,510050.SH,2.803,0.55,-0.245,0.601,0.879,0.801,0.312694311343,0.263540730932,0.228819864173,0.208506208713,0.1786962861,0.161783793549,0.155208362378,0.152810218058,L4,IH1809,2765.2
20180212,10001229.SH,510050C1809M02850,2.85,0.2598,0.267,0.2265,0.2265,826.0,1912.0,2023997.0,10000,20180926,510050.SH,2.8,0.541,-0.218,0.705,0.874,0.799,0.315437707614,0.260132411969,0.228770525441,0.204326691999,0.178605972843,0.161693638792,0.155177863594,0.152798500122,L4,IH1809,2778.0
20180213,10001229.SH,510050C1809M02850,2.85,0.2287,0.2575,0.2287,0.2479,684.0,1994.0,1708325.0,10000,20180926,510050.SH,2.848,0.574,-0.218,0.701,0.877,0.856,0.342873544151,0.267869130552,0.228769257592,0.207454045594,0.180170464974,0.163394184621,0.156452530438,0.150383062846,L4,IH1809,2821.4
20180214,10001229.SH,510050C1809M02850,2.85,0.258,0.26,0.2407,0.2556,458.0,2137.0,1134273.0,10000,20180926,510050.SH,2.866,0.586,-0.218,0.701,0.875,0.876,0.334679516948,0.269364057581,0.229539531263,0.204934580698,0.180403271172,0.163076616888,0.156040344369,0.150491740711,L4,IH1809,2858.6
20180222,10001229.SH,510050C1809M02850,2.85,0.2696,0.3062,0.2596,0.279,586.0,2068.0,1642222.0,10000,20180926,510050.SH,2.925,0.629,-0.216,0.708,0.851,0.925,0.357111908532,0.277405366272,0.237011921769,0.208824595408,0.183135330462,0.165244518529,0.157979629057,0.152155518139,L4,IH1809,2914.2
20180223,10001229.SH,510050C1809M02850,2.85,0.2894,0.2894,0.2478,0.2798,240.0,2049.0,650810.0,10000,20180926,510050.SH,2.955,0.657,-0.203,0.745,0.834,0.979,0.36381970488,0.28068368166,0.238407540466,0.203950779881,0.183727959203,0.165680611913,0.157295605295,0.152420933084,L4,IH1809,2953.0
20180226,10001229.SH,510050C1809M02850,2.85,0.2798,0.2918,0.2635,0.2801,136.0,2086.0,384206.0,10000,20180926,510050.SH,2.965,0.666,-0.2,0.757,0.822,0.986,0.355868684533,0.280135727468,0.238365144456,0.204077144799,0.183764321683,0.163010041133,0.156870169602,0.152082970092,L4,IH1809,2980.0
20180227,10001229.SH,510050C1809M02850,2.85,0.2805,0.2826,0.2513,0.2534,137.0,2079.0,366080.0,10000,20180926,510050.SH,2.92,0.63,-0.203,0.788,0.838,0.919,0.349430072099,0.276441808026,0.240953132093,0.205738994635,0.185570693768,0.163850700421,0.158177776889,0.152578765616,L4,IH1809,2919.0
20180228,10001229.SH,510050C1809M02850,2.85,0.2262,0.2394,0.2192,0.2218,511.0,2258.0,1159991.0,10000,20180926,510050.SH,2.871,0.591,-0.201,0.832,0.846,0.849,0.334193080056,0.279523176253,0.2439230758,0.202916373908,0.187759510906,0.165684164114,0.159644074336,0.15386577027,L4,IH1809,2866.2
