日期,合约编码,交易代码,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,到期日,标的代码,标的收盘价,Delta,Theta,Gamma,Vega,Rho,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,连续标志,期货代码,期货收盘
20171218,10001135.SH,510050C1801M02700,2.7,0.1417,0.1695,0.14,0.1541,1615.0,521.0,2494502.0,10000,20180124,510050.SH,2.828,0.809,-0.284,1.651,0.245,0.216,0.189646979476,0.195324076778,0.182383124934,0.139373183466,0.130231372253,0.129336257464,0.131375000604,0.122824655219,L2,IH1801,2838.0
20171219,10001135.SH,510050C1801M02700,2.7,0.1543,0.1917,0.1543,0.1898,1606.0,965.0,2841593.0,10000,20180124,510050.SH,2.87,0.867,-0.252,1.268,0.194,0.227,0.183182927465,0.193120320931,0.184495881568,0.141990795401,0.132278486233,0.130764580371,0.131279094106,0.123781002513,L2,IH1801,2882.4
20171220,10001135.SH,510050C1801M02700,2.7,0.1906,0.2043,0.1841,0.1937,1578.0,1205.0,3063422.0,10000,20180124,510050.SH,2.876,0.883,-0.235,1.203,0.175,0.225,0.172398695675,0.190716212297,0.184593673129,0.141951248263,0.131710612499,0.130366697136,0.131282127853,0.123765274539,L2,IH1801,2884.4
20171221,10001135.SH,510050C1801M02700,2.7,0.1932,0.2275,0.1819,0.2113,1102.0,1409.0,2305726.0,10000,20180124,510050.SH,2.893,0.882,-0.258,1.098,0.174,0.218,0.165765160559,0.175276893005,0.185042967494,0.142165474861,0.13177809246,0.130304571131,0.131408995075,0.123753099259,L2,IH1801,2907.0
20171222,10001135.SH,510050C1801M02700,2.7,0.2105,0.2205,0.1969,0.1999,1878.0,1578.0,3913098.0,10000,20180124,510050.SH,2.878,0.855,-0.302,1.222,0.198,0.204,0.165767763858,0.175622624715,0.182581701124,0.142702059946,0.129183338854,0.130495221721,0.131029957252,0.123867271454,L2,IH1801,2890.6
20171225,10001135.SH,510050C1801M02700,2.7,0.2026,0.2322,0.1887,0.197,3318.0,2414.0,6898986.0,10000,20180124,510050.SH,2.876,0.855,-0.321,1.241,0.188,0.186,0.154480341668,0.174200330929,0.182225461497,0.142726590797,0.128642972865,0.130147882749,0.130916503076,0.123348960482,L2,IH1801,2887.8
20171226,10001135.SH,510050C1801M02700,2.7,0.1962,0.2197,0.1902,0.2155,6529.0,3906.0,13406627.0,10000,20180124,510050.SH,2.893,0.854,-0.359,1.13,0.187,0.179,0.124167810722,0.155327458836,0.182625164031,0.143081467627,0.128626038236,0.129518182454,0.131040344917,0.123476606944,L2,IH1801,2909.0
20171227,10001135.SH,510050C1801M02700,2.7,0.2143,0.2162,0.1548,0.155,8450.0,6241.0,15445253.0,10000,20180124,510050.SH,2.834,0.829,-0.322,1.632,0.2,0.168,0.158840864987,0.170986118164,0.191347784219,0.148608706993,0.133156729503,0.13117882495,0.133731363207,0.126004635737,L2,IH1801,2842.6
20171228,10001135.SH,510050C1801M02700,2.7,0.1573,0.1884,0.155,0.1748,7972.0,5551.0,13745329.0,10000,20180124,510050.SH,2.855,0.846,-0.333,1.419,0.184,0.166,0.160627593402,0.169099210872,0.189949616546,0.149201077567,0.133456157259,0.131504245947,0.133176153602,0.126140997776,L1,IH1801,2866.6
20171229,10001135.SH,510050C1801M02700,2.7,0.1756,0.1936,0.1665,0.1735,5693.0,6837.0,10015540.0,10000,20180124,510050.SH,2.858,0.874,-0.287,1.375,0.158,0.166,0.146208056528,0.167181829432,0.180327413521,0.149058348017,0.133316169518,0.131423209328,0.133127584097,0.126139079345,L1,IH1801,2869.2
