日期,合约编码,交易代码,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,到期日,标的代码,标的收盘价,Delta,Theta,Gamma,Vega,Rho,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,连续标志,期货代码,期货收盘
20180108,10001184.SH,510050P1803M03300,3.3,0.34,0.3502,0.3277,0.3331,1117.0,717.0,3789763.0,10000,20180328,510050.SH,2.944,-0.854,-0.068,0.795,0.313,-0.621,0.146536972076,0.152962452172,0.166859305092,0.151537989618,0.130386669735,0.130186294157,0.129198372382,0.126787352257,L3,IH1803,2971.0
20180109,10001184.SH,510050P1803M03300,3.3,0.3251,0.329,0.3085,0.3091,509.0,832.0,1602149.0,10000,20180328,510050.SH,2.97,-0.849,-0.066,0.858,0.321,-0.61,0.148795112495,0.150994409849,0.167366517704,0.152259086234,0.129924031107,0.130673670598,0.128551541406,0.126727053829,L3,IH1803,2998.6
20180110,10001184.SH,510050P1803M03300,3.3,0.3077,0.3151,0.288,0.2883,285.0,1009.0,850771.0,10000,20180328,510050.SH,2.994,-0.844,-0.063,0.924,0.328,-0.598,0.150208518408,0.13489081113,0.153246028671,0.152847379483,0.130479370603,0.130895288266,0.128691882268,0.126931092437,L3,IH1803,3018.8
20180111,10001184.SH,510050P1803M03300,3.3,0.2953,0.2974,0.2807,0.2864,314.0,1069.0,911574.0,10000,20180328,510050.SH,2.991,-0.846,-0.064,0.914,0.323,-0.591,0.080764487288,0.133644457669,0.153090434465,0.152237121438,0.130111965946,0.129135189628,0.128317004931,0.126916279897,L3,IH1803,3019.8
20180112,10001184.SH,510050P1803M03300,3.3,0.2879,0.2879,0.2656,0.2657,586.0,1290.0,1612830.0,10000,20180328,510050.SH,3.018,-0.841,-0.061,1.001,0.332,-0.579,0.08220018845,0.131390558281,0.150262804499,0.153060983193,0.13064353183,0.129618555119,0.128369340908,0.127156858324,L3,IH1803,3045.6
20180115,10001184.SH,510050P1803M03300,3.3,0.2534,0.2606,0.2278,0.2429,1014.0,1073.0,2414892.0,10000,20180328,510050.SH,3.043,-0.837,-0.059,1.095,0.333,-0.553,0.0791715949866,0.120653195901,0.149022152169,0.153036747376,0.131079259148,0.128880900648,0.128512692522,0.127396474538,L3,IH1803,3072.2
20180116,10001184.SH,510050P1803M03300,3.3,0.2502,0.2506,0.2283,0.2283,544.0,1141.0,1293626.0,10000,20180328,510050.SH,3.064,-0.83,-0.057,1.192,0.342,-0.541,0.0539278888747,0.121102094042,0.148984542533,0.153406162171,0.131422088669,0.128827220094,0.128670711199,0.127510758913,L3,IH1803,3101.0
20180117,10001184.SH,510050P1803M03300,3.3,0.2251,0.2336,0.1894,0.2215,924.0,1350.0,1975987.0,10000,20180328,510050.SH,3.071,-0.83,-0.055,1.227,0.341,-0.532,0.0529960863176,0.114616976445,0.142301896345,0.153217474166,0.131137434305,0.128404843487,0.128647936174,0.127511859885,L3,IH1803,3099.2
20180118,10001184.SH,510050P1803M03300,3.3,0.2234,0.2234,0.1926,0.2055,1131.0,1852.0,2353480.0,10000,20180328,510050.SH,3.106,-0.765,-0.108,1.363,0.415,-0.488,0.0577821461175,0.117753186571,0.138053558325,0.154354962496,0.131588818545,0.129126017583,0.12812860728,0.12796390126,L3,IH1803,3137.0
20180119,10001184.SH,510050P1803M03300,3.3,0.19,0.2081,0.182,0.2006,1060.0,2164.0,2058555.0,10000,20180328,510050.SH,3.113,-0.756,-0.115,1.392,0.421,-0.476,0.0607308148882,0.117628356305,0.133438601867,0.153665206627,0.130761845437,0.129121676037,0.127684130158,0.127833363233,L3,IH1803,3143.8
20180122,10001184.SH,510050P1803M03300,3.3,0.1993,0.2035,0.1868,0.1901,1797.0,2634.0,3513243.0,10000,20180328,510050.SH,3.129,-0.735,-0.136,1.448,0.433,-0.443,0.0597489893526,0.113116016164,0.132982249589,0.150960402783,0.130791688041,0.129238309859,0.127681238182,0.127784567951,L3,IH1803,3159.8
20180123,10001184.SH,510050P1803M03300,3.3,0.1869,0.1869,0.1565,0.1565,2619.0,3105.0,4381563.0,10000,20180328,510050.SH,3.173,-0.673,-0.163,1.615,0.479,-0.402,0.0704805785251,0.116510061085,0.13450671778,0.152586582334,0.132168614812,0.1304821714,0.127523517803,0.12850058228,L3,IH1803,3206.4
20180124,10001184.SH,510050P1803M03300,3.3,0.1498,0.1747,0.1469,0.1634,3129.0,3544.0,4948423.0,10000,20180328,510050.SH,3.172,-0.662,-0.188,1.523,0.482,-0.391,0.0775503100435,0.117839227383,0.11988241124,0.152272789589,0.13202566046,0.128921923921,0.12721330042,0.128403284641,L3,IH1803,3200.6
20180125,10001184.SH,510050P1803M03300,3.3,0.1642,0.1926,0.1604,0.1742,3737.0,4148.0,6616477.0,10000,20180328,510050.SH,3.15,-0.711,-0.152,1.544,0.444,-0.41,0.0951015273298,0.0858883645164,0.122672257937,0.152967644119,0.132599370388,0.129449903673,0.127179187338,0.128799167758,L2,IH1803,3174.6
20180126,10001184.SH,510050P1803M03300,3.3,0.1736,0.1753,0.1343,0.1497,4427.0,5451.0,6758498.0,10000,20180328,510050.SH,3.171,-0.701,-0.137,1.749,0.45,-0.397,0.0932605840362,0.0856969794974,0.119376814326,0.153287757675,0.132225213545,0.127731413976,0.127220957103,0.128878216481,L2,IH1803,3202.8
20180129,10001184.SH,510050P1803M03300,3.3,0.1483,0.1979,0.133,0.1916,6677.0,6257.0,10382583.0,10000,20180328,510050.SH,3.114,-0.799,-0.091,1.468,0.348,-0.426,0.144430250747,0.117693650901,0.127076376935,0.158431285065,0.13614532434,0.130208671362,0.129413251682,0.13092019105,L2,IH1803,3141.0
20180130,10001184.SH,510050P1803M03300,3.3,0.1971,0.2217,0.1853,0.2186,5036.0,6639.0,10261423.0,10000,20180328,510050.SH,3.075,-0.847,-0.063,1.227,0.287,-0.442,0.158918748851,0.121945096939,0.134860014052,0.160720842144,0.138079321221,0.13166667479,0.130562752468,0.131872979525,L2,IH1803,3097.8
20180131,10001184.SH,510050P1803M03300,3.3,0.22,0.2282,0.189,0.1915,4416.0,7570.0,8993883.0,10000,20180328,510050.SH,3.113,-0.809,-0.085,1.468,0.332,-0.416,0.169439227118,0.126203509408,0.133211567393,0.161010238872,0.139020297707,0.132612442549,0.13127225535,0.131491956069,L2,IH1803,3138.0
20180201,10001184.SH,510050P1803M03300,3.3,0.198,0.2025,0.1763,0.1787,3276.0,8077.0,6184880.0,10000,20180328,510050.SH,3.134,-0.762,-0.129,1.558,0.376,-0.387,0.163558718546,0.126689703458,0.133680927276,0.16133472974,0.13921410075,0.132343204236,0.131094635321,0.13163045808,L2,IH1803,3152.0
20180202,10001184.SH,510050P1803M03300,3.3,0.1823,0.2182,0.1625,0.165,4952.0,9667.0,9414356.0,10000,20180328,510050.SH,3.145,-0.767,-0.112,1.683,0.37,-0.381,0.163953076549,0.12660947383,0.133400941488,0.161316863795,0.139191158015,0.132203115672,0.130950061332,0.13164852883,L2,IH1803,3172.0
20180205,10001184.SH,510050P1803M03300,3.3,0.1761,0.2021,0.1429,0.1432,6670.0,11543.0,11426231.0,10000,20180328,510050.SH,3.18,-0.694,-0.176,1.798,0.417,-0.328,0.170428250192,0.12933052699,0.133278128043,0.161240654776,0.140040812646,0.13054593587,0.131421997105,0.131544972267,L2,IH1803,3204.4
