日期,合约编码,交易代码,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,到期日,标的代码,标的收盘价,Delta,Theta,Gamma,Vega,Rho,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,连续标志,期货代码,期货收盘
20180117,10001195.SH,510050C1801M03500,3.5,0.0002,0.0004,0.0002,0.0003,2383.0,1214.0,6140.0,10000,20180124,510050.SH,3.071,0.005,-0.064,0.101,0.007,0.0,0.0529960863176,0.114616976445,0.142301896345,0.153217474166,0.131137434305,0.128404843487,0.128647936174,0.127511859885,L1,IH1801,3079.0
20180118,10001195.SH,510050C1801M03500,3.5,0.0003,0.0006,0.0002,0.0002,2402.0,1622.0,8773.0,10000,20180124,510050.SH,3.106,0.004,-0.054,0.091,0.005,0.0,0.0577821461175,0.117753186571,0.138053558325,0.154354962496,0.131588818545,0.129126017583,0.12812860728,0.12796390126,L1,IH1801,3114.6
20180119,10001195.SH,510050C1801M03500,3.5,0.0004,0.0005,0.0001,0.0001,1311.0,2135.0,4428.0,10000,20180124,510050.SH,3.113,0.0,-0.001,0.002,0.0,0.0,0.0607308148882,0.117628356305,0.133438601867,0.153665206627,0.130761845437,0.129121676037,0.127684130158,0.127833363233,L1,IH1801,3123.6
20180122,10001195.SH,510050C1801M03500,3.5,0.0002,0.0002,0.0001,0.0001,204.0,2169.0,251.0,10000,20180124,510050.SH,3.129,0.004,-0.145,0.092,0.003,0.0,0.0597489893526,0.113116016164,0.132982249589,0.150960402783,0.130791688041,0.129238309859,0.127681238182,0.127784567951,L1,,
20180123,10001195.SH,510050C1801M03500,3.5,0.0001,0.0003,0.0001,0.0002,1008.0,2664.0,1102.0,10000,20180124,510050.SH,3.173,0.007,-0.433,0.152,0.003,0.0,0.0704805785251,0.116510061085,0.13450671778,0.152586582334,0.132168614812,0.1304821714,0.127523517803,0.12850058228,L1,,
20180124,10001195.SH,510050C1801M03500,3.5,0.0001,0.0002,0.0001,0.0001,695.0,3266.0,703.0,10000,20180124,510050.SH,3.172,,,,,,0.0775503100435,0.117839227383,0.11988241124,0.152272789589,0.13202566046,0.128921923921,0.12721330042,0.128403284641,L1,,
