日期,合约编码,交易代码,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,到期日,标的代码,标的收盘价,Delta,Theta,Gamma,Vega,Rho,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,连续标志,期货代码,期货收盘
20171228,10001149.SH,510050P1802M02900,2.9,0.0973,0.0992,0.0754,0.0835,5220.0,1132.0,4440260.0,10000,20180228,510050.SH,2.855,-0.561,-0.144,2.368,0.464,-0.286,0.160627593402,0.169099210872,0.189949616546,0.149201077567,0.133456157259,0.131504245947,0.133176153602,0.126140997776,L2,IH1802,2871.8
20171229,10001149.SH,510050P1802M02900,2.9,0.0836,0.086,0.0723,0.0768,3376.0,1499.0,2680824.0,10000,20180228,510050.SH,2.858,-0.561,-0.132,2.569,0.461,-0.281,0.146208056528,0.167181829432,0.180327413521,0.149058348017,0.133316169518,0.131423209328,0.133127584097,0.126139079345,L2,IH1802,2879.0
20180102,10001149.SH,510050P1802M02900,2.9,0.076,0.076,0.0489,0.05,6758.0,3938.0,3725304.0,10000,20180228,510050.SH,2.907,-0.436,-0.15,2.639,0.452,-0.206,0.164952266235,0.175640991644,0.187643473581,0.151758666639,0.135925257835,0.133244494436,0.129827643861,0.127450801251,L2,IH1802,2927.2
20180103,10001149.SH,510050P1802M02900,2.9,0.0499,0.0499,0.0358,0.0461,11007.0,6320.0,4689981.0,10000,20180228,510050.SH,2.912,-0.421,-0.147,2.706,0.446,-0.195,0.151388196045,0.165042456515,0.180661781288,0.151688273727,0.135157132559,0.132448054505,0.129783845391,0.127363782646,L2,IH1802,2927.4
20180104,10001149.SH,510050P1802M02900,2.9,0.0442,0.0473,0.0382,0.043,4948.0,7397.0,2143289.0,10000,20180228,510050.SH,2.919,-0.403,-0.149,2.69,0.439,-0.184,0.151431282539,0.158272145345,0.179375125776,0.151397136196,0.134796184984,0.132362151257,0.129754032724,0.126997958873,L2,IH1802,2937.8
20180105,10001149.SH,510050P1802M02900,2.9,0.0422,0.0448,0.0364,0.0376,5209.0,8711.0,2101761.0,10000,20180228,510050.SH,2.933,-0.366,-0.151,2.607,0.424,-0.164,0.150659334687,0.154191058058,0.166391784496,0.151472858774,0.134738281233,0.130799130753,0.129686046327,0.127065772331,L2,IH1802,2950.2
20180108,10001149.SH,510050P1802M02900,2.9,0.0371,0.0408,0.0322,0.0343,5825.0,10135.0,2091591.0,10000,20180228,510050.SH,2.944,-0.341,-0.161,2.51,0.404,-0.145,0.146536972076,0.152962452172,0.166859305092,0.151537989618,0.130386669735,0.130186294157,0.129198372382,0.126787352257,L2,IH1802,2959.8
20180109,10001149.SH,510050P1802M02900,2.9,0.0341,0.0341,0.024,0.024,10561.0,12085.0,2947126.0,10000,20180228,510050.SH,2.97,-0.27,-0.145,2.358,0.363,-0.113,0.148795112495,0.150994409849,0.167366517704,0.152259086234,0.129924031107,0.130673670598,0.128551541406,0.126727053829,L2,IH1802,2986.4
20180110,10001149.SH,510050P1802M02900,2.9,0.0247,0.0269,0.0189,0.0197,14096.0,15786.0,3037382.0,10000,20180228,510050.SH,2.994,-0.225,-0.144,2.044,0.329,-0.093,0.150208518408,0.13489081113,0.153246028671,0.152847379483,0.130479370603,0.130895288266,0.128691882268,0.126931092437,L2,IH1802,3006.4
20180111,10001149.SH,510050P1802M02900,2.9,0.0201,0.0226,0.0185,0.0194,10226.0,17190.0,2100974.0,10000,20180228,510050.SH,2.991,-0.226,-0.143,2.105,0.326,-0.092,0.080764487288,0.133644457669,0.153090434465,0.152237121438,0.130111965946,0.129135189628,0.128317004931,0.126916279897,L2,IH1802,3004.2
20180112,10001149.SH,510050P1802M02900,2.9,0.0202,0.0203,0.0135,0.0137,13136.0,19141.0,2107033.0,10000,20180228,510050.SH,3.018,-0.172,-0.126,1.786,0.276,-0.069,0.08220018845,0.131390558281,0.150262804499,0.153060983193,0.13064353183,0.129618555119,0.128369340908,0.127156858324,L2,IH1802,3032.6
20180115,10001149.SH,510050P1802M02900,2.9,0.0135,0.0143,0.0099,0.0126,15688.0,21047.0,1796403.0,10000,20180228,510050.SH,3.043,-0.15,-0.137,1.499,0.247,-0.057,0.0791715949866,0.120653195901,0.149022152169,0.153036747376,0.131079259148,0.128880900648,0.128512692522,0.127396474538,L2,IH1802,3058.0
20180116,10001149.SH,510050P1802M02900,2.9,0.0129,0.014,0.01,0.0104,8401.0,22619.0,997857.0,10000,20180228,510050.SH,3.064,-0.126,-0.129,1.294,0.218,-0.047,0.0539278888747,0.121102094042,0.148984542533,0.153406162171,0.131422088669,0.128827220094,0.128670711199,0.127510758913,L2,IH1802,3090.6
20180117,10001149.SH,510050P1802M02900,2.9,0.0099,0.0129,0.0065,0.0111,17656.0,24757.0,1675066.0,10000,20180228,510050.SH,3.071,-0.127,-0.14,1.245,0.217,-0.046,0.0529960863176,0.114616976445,0.142301896345,0.153217474166,0.131137434305,0.128404843487,0.128647936174,0.127511859885,L2,IH1802,3082.4
20180118,10001149.SH,510050P1802M02900,2.9,0.011,0.011,0.0079,0.0095,11799.0,27666.0,1109739.0,10000,20180228,510050.SH,3.106,-0.104,-0.136,0.994,0.188,-0.037,0.0577821461175,0.117753186571,0.138053558325,0.154354962496,0.131588818545,0.129126017583,0.12812860728,0.12796390126,L2,IH1802,3126.4
20180119,10001149.SH,510050P1802M02900,2.9,0.0094,0.012,0.0072,0.0102,15001.0,29986.0,1303653.0,10000,20180228,510050.SH,3.113,-0.106,-0.149,0.967,0.189,-0.037,0.0607308148882,0.117628356305,0.133438601867,0.153665206627,0.130761845437,0.129121676037,0.127684130158,0.127833363233,L2,IH1802,3133.8
20180122,10001149.SH,510050P1802M02900,2.9,0.01,0.0108,0.0082,0.0082,10708.0,31389.0,1031229.0,10000,20180228,510050.SH,3.129,-0.09,-0.142,0.86,0.161,-0.029,0.0597489893526,0.113116016164,0.132982249589,0.150960402783,0.130791688041,0.129238309859,0.127681238182,0.127784567951,L2,IH1802,3145.6
20180123,10001149.SH,510050P1802M02900,2.9,0.0078,0.0082,0.0054,0.0058,13034.0,33222.0,801409.0,10000,20180228,510050.SH,3.173,-0.063,-0.118,0.631,0.124,-0.02,0.0704805785251,0.116510061085,0.13450671778,0.152586582334,0.132168614812,0.1304821714,0.127523517803,0.12850058228,L2,IH1802,3195.0
20180124,10001149.SH,510050P1802M02900,2.9,0.0058,0.0086,0.005,0.008,13592.0,37158.0,962217.0,10000,20180228,510050.SH,3.172,-0.079,-0.156,0.693,0.145,-0.025,0.0775503100435,0.117839227383,0.11988241124,0.152272789589,0.13202566046,0.128921923921,0.12721330042,0.128403284641,L2,IH1802,3188.0
20180125,10001149.SH,510050P1802M02900,2.9,0.0077,0.0085,0.0037,0.0044,25068.0,43455.0,1584842.0,10000,20180228,510050.SH,3.15,-0.057,-0.101,0.66,0.11,-0.017,0.0951015273298,0.0858883645164,0.122672257937,0.152967644119,0.132599370388,0.129449903673,0.127179187338,0.128799167758,L1,IH1802,3164.8
20180126,10001149.SH,510050P1802M02900,2.9,0.0044,0.0045,0.0013,0.0017,15456.0,41821.0,351836.0,10000,20180228,510050.SH,3.171,-0.027,-0.05,0.407,0.059,-0.008,0.0932605840362,0.0856969794974,0.119376814326,0.153287757675,0.132225213545,0.127731413976,0.127220957103,0.128878216481,L1,IH1802,3189.0
20180129,10001149.SH,510050P1802M02900,2.9,0.0016,0.0043,0.0012,0.0037,15575.0,40696.0,399853.0,10000,20180228,510050.SH,3.114,-0.057,-0.097,0.776,0.102,-0.015,0.144430250747,0.117693650901,0.127076376935,0.158431285065,0.13614532434,0.130208671362,0.129413251682,0.13092019105,L1,IH1802,3127.0
20180130,10001149.SH,510050P1802M02900,2.9,0.0038,0.0047,0.0031,0.0045,12880.0,41532.0,504390.0,10000,20180228,510050.SH,3.075,-0.073,-0.108,1.063,0.121,-0.018,0.158918748851,0.121945096939,0.134860014052,0.160720842144,0.138079321221,0.13166667479,0.130562752468,0.131872979525,L1,IH1802,3087.2
20180131,10001149.SH,510050P1802M02900,2.9,0.0047,0.0054,0.0022,0.003,12975.0,42059.0,453489.0,10000,20180228,510050.SH,3.113,-0.048,-0.086,0.721,0.086,-0.012,0.169439227118,0.126203509408,0.133211567393,0.161010238872,0.139020297707,0.132612442549,0.13127225535,0.131491956069,L1,IH1802,3125.0
20180201,10001149.SH,510050P1802M02900,2.9,0.0031,0.0031,0.0016,0.0016,9983.0,43932.0,247763.0,10000,20180228,510050.SH,3.134,-0.029,-0.058,0.5,0.057,-0.007,0.163558718546,0.126689703458,0.133680927276,0.16133472974,0.13921410075,0.132343204236,0.131094635321,0.13163045808,L1,IH1802,3140.6
20180202,10001149.SH,510050P1802M02900,2.9,0.0021,0.0038,0.0012,0.0014,9487.0,43759.0,184614.0,10000,20180228,510050.SH,3.145,-0.025,-0.053,0.433,0.049,-0.006,0.163953076549,0.12660947383,0.133400941488,0.161316863795,0.139191158015,0.132203115672,0.130950061332,0.13164852883,L1,IH1802,3158.0
