日期,合约编码,交易代码,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,到期日,标的代码,标的收盘价,Delta,Theta,Gamma,Vega,Rho,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,连续标志,期货代码,期货收盘
20171128,10001101.SH,510050P1801M02850,2.85,0.038,0.0512,0.038,0.0438,7586.0,2195.0,3410726.0,10000,20180124,510050.SH,2.896,-0.355,-0.177,2.132,0.426,-0.167,0.2376602718,0.175642776382,0.155038974248,0.118824983654,0.123511772198,0.122516954133,0.121573120083,0.115996253854,L2,IH1801,2908.0
20171129,10001101.SH,510050P1801M02850,2.85,0.0437,0.0597,0.037,0.0472,7520.0,3307.0,3663311.0,10000,20180124,510050.SH,2.89,-0.371,-0.187,2.12,0.428,-0.172,0.237051008203,0.175372148553,0.153990726572,0.118321163434,0.121039828585,0.122081423159,0.121600477404,0.116053578627,L2,IH1801,2900.0
20171130,10001101.SH,510050P1801M02850,2.85,0.048,0.0656,0.0446,0.063,9370.0,4596.0,5179552.0,10000,20180124,510050.SH,2.858,-0.442,-0.2,2.167,0.438,-0.2,0.234031064645,0.180178417427,0.157806577569,0.12048125823,0.122536721544,0.122908008405,0.122559271177,0.116700546468,L2,IH1801,2866.0
20171201,10001101.SH,510050P1801M02850,2.85,0.0655,0.0805,0.06,0.0805,10459.0,5583.0,7575597.0,10000,20180124,510050.SH,2.838,-0.485,-0.228,1.985,0.435,-0.216,0.20054069466,0.181833571089,0.158285876965,0.121320900916,0.121649839238,0.123213321857,0.123008386144,0.116963791088,L2,IH1801,2847.8
20171204,10001101.SH,510050P1801M02850,2.85,0.0818,0.0889,0.0578,0.0587,10526.0,7198.0,7187709.0,10000,20180124,510050.SH,2.858,-0.442,-0.202,2.319,0.422,-0.185,0.206820560932,0.183266659703,0.159340146977,0.122020783137,0.121589024557,0.123468026939,0.123179541188,0.116847145912,L2,IH1801,2863.2
20171205,10001101.SH,510050P1801M02850,2.85,0.0595,0.0647,0.0361,0.0397,12412.0,9429.0,5365114.0,10000,20180124,510050.SH,2.908,-0.332,-0.201,2.091,0.391,-0.138,0.209036034214,0.189094895611,0.165715230759,0.126064850066,0.124076968804,0.12558003741,0.124843228708,0.118312767565,L2,IH1801,2912.8
20171206,10001101.SH,510050P1801M02850,2.85,0.0405,0.073,0.0405,0.0554,10522.0,9950.0,6005879.0,10000,20180124,510050.SH,2.871,-0.415,-0.22,2.212,0.41,-0.167,0.202210241478,0.194746196872,0.170302328404,0.128170184954,0.125997478475,0.125754372271,0.12608684019,0.119418921801,L2,IH1801,2872.6
20171207,10001101.SH,510050P1801M02850,2.85,0.0555,0.0766,0.0518,0.0667,12667.0,10224.0,8281969.0,10000,20180124,510050.SH,2.844,-0.476,-0.219,2.311,0.411,-0.187,0.17679838758,0.196844091762,0.171009130681,0.128702977125,0.127103807815,0.126143826741,0.126689135366,0.119884472469,L2,IH1801,2844.8
20171208,10001101.SH,510050P1801M02850,2.85,0.0688,0.0723,0.0477,0.0516,10606.0,13447.0,6101663.0,10000,20180124,510050.SH,2.865,-0.425,-0.205,2.466,0.403,-0.163,0.186105851076,0.194179924709,0.165920441941,0.129312202545,0.127574105958,0.126360391508,0.126797701287,0.119280240596,L2,IH1801,2873.8
20171211,10001101.SH,510050P1801M02850,2.85,0.0496,0.0548,0.0365,0.0368,8050.0,14183.0,3520933.0,10000,20180124,510050.SH,2.898,-0.343,-0.206,2.371,0.37,-0.124,0.199682330151,0.198428212164,0.168624255388,0.130848137297,0.128777437732,0.125690919086,0.127356257961,0.119879112587,L2,IH1801,2908.6
20171212,10001101.SH,510050P1801M02850,2.85,0.0375,0.0559,0.0338,0.0552,9602.0,15312.0,4365369.0,10000,20180124,510050.SH,2.846,-0.474,-0.204,2.749,0.389,-0.165,0.184338793931,0.207210363435,0.176387839854,0.135949274091,0.130160695006,0.128300403032,0.129643564583,0.121932986467,L2,IH1801,2858.0
20171213,10001101.SH,510050P1801M02850,2.85,0.0557,0.0619,0.0418,0.046,16568.0,14940.0,8550141.0,10000,20180124,510050.SH,2.87,-0.411,-0.217,2.602,0.379,-0.141,0.19091151488,0.209496036913,0.177740916795,0.136685703637,0.130797175343,0.128035170274,0.129946062225,0.121841510339,L2,IH1801,2881.8
20171214,10001101.SH,510050P1801M02850,2.85,0.0459,0.0585,0.0414,0.0524,15275.0,17409.0,7929224.0,10000,20180124,510050.SH,2.85,-0.464,-0.211,2.797,0.379,-0.154,0.185841674341,0.206478851668,0.178887006055,0.136855510213,0.129045430294,0.12836033886,0.13034065629,0.12217630973,L2,IH1801,2860.8
20171215,10001101.SH,510050P1801M02850,2.85,0.0532,0.0723,0.0532,0.067,20988.0,18459.0,13246822.0,10000,20180124,510050.SH,2.816,-0.564,-0.191,2.955,0.367,-0.182,0.192203996628,0.19443237538,0.182054784885,0.139232839741,0.130151608019,0.129339711761,0.131434886497,0.122805616306,L2,IH1801,2825.6
20171218,10001101.SH,510050P1801M02850,2.85,0.068,0.068,0.0525,0.059,19062.0,18581.0,11458545.0,10000,20180124,510050.SH,2.828,-0.533,-0.207,3.079,0.358,-0.159,0.189646979476,0.195324076778,0.182383124934,0.139373183466,0.130231372253,0.129336257464,0.131375000604,0.122824655219,L2,IH1801,2838.0
