日期,合约编码,交易代码,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,到期日,标的代码,标的收盘价,Delta,Theta,Gamma,Vega,Rho,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,连续标志,期货代码,期货收盘
20171128,10001106.SH,510050C1803M02850,2.85,0.1692,0.171,0.1529,0.1598,892.0,624.0,1439517.0,10000,20180328,510050.SH,2.896,0.617,-0.222,1.267,0.634,0.536,0.2376602718,0.175642776382,0.155038974248,0.118824983654,0.123511772198,0.122516954133,0.121573120083,0.115996253854,L3,IH1803,2928.0
20171129,10001106.SH,510050C1803M02850,2.85,0.16,0.1709,0.1353,0.1557,1286.0,1148.0,1880151.0,10000,20180328,510050.SH,2.89,0.61,-0.223,1.281,0.633,0.524,0.237051008203,0.175372148553,0.153990726572,0.118321163434,0.121039828585,0.122081423159,0.121600477404,0.116053578627,L3,IH1803,2913.8
20171130,10001106.SH,510050C1803M02850,2.85,0.1542,0.1628,0.1375,0.1381,2744.0,1934.0,4213531.0,10000,20180328,510050.SH,2.858,0.567,-0.226,1.31,0.639,0.48,0.234031064645,0.180178417427,0.157806577569,0.12048125823,0.122536721544,0.122908008405,0.122559271177,0.116700546468,L3,IH1803,2877.0
20171201,10001106.SH,510050C1803M02850,2.85,0.1292,0.1459,0.1282,0.1285,2995.0,2665.0,4068715.0,10000,20180328,510050.SH,2.838,0.54,-0.227,1.321,0.638,0.451,0.20054069466,0.181833571089,0.158285876965,0.121320900916,0.121649839238,0.123213321857,0.123008386144,0.116963791088,L3,IH1803,2860.8
20171204,10001106.SH,510050C1803M02850,2.85,0.1244,0.1415,0.1194,0.1281,1984.0,3093.0,2619248.0,10000,20180328,510050.SH,2.858,0.568,-0.217,1.425,0.628,0.468,0.206820560932,0.183266659703,0.159340146977,0.122020783137,0.121589024557,0.123468026939,0.123179541188,0.116847145912,L3,IH1803,2877.4
20171205,10001106.SH,510050C1803M02850,2.85,0.1255,0.1646,0.1255,0.1581,2179.0,2783.0,3034603.0,10000,20180328,510050.SH,2.908,0.637,-0.219,1.339,0.607,0.525,0.209036034214,0.189094895611,0.165715230759,0.126064850066,0.124076968804,0.12558003741,0.124843228708,0.118312767565,L3,IH1803,2919.0
20171206,10001106.SH,510050C1803M02850,2.85,0.1544,0.157,0.1312,0.1373,1391.0,3032.0,2001271.0,10000,20180328,510050.SH,2.871,0.585,-0.224,1.383,0.62,0.474,0.202210241478,0.194746196872,0.170302328404,0.128170184954,0.125997478475,0.125754372271,0.12608684019,0.119418921801,L3,IH1803,2882.6
20171207,10001106.SH,510050C1803M02850,2.85,0.1338,0.141,0.1102,0.1156,1848.0,3457.0,2315463.0,10000,20180328,510050.SH,2.844,0.548,-0.214,1.503,0.621,0.439,0.17679838758,0.196844091762,0.171009130681,0.128702977125,0.127103807815,0.126143826741,0.126689135366,0.119884472469,L3,IH1803,2856.6
20171208,10001106.SH,510050C1803M02850,2.85,0.1157,0.1333,0.1076,0.1285,1886.0,3940.0,2272811.0,10000,20180328,510050.SH,2.865,0.578,-0.219,1.457,0.615,0.461,0.186105851076,0.194179924709,0.165920441941,0.129312202545,0.127574105958,0.126360391508,0.126797701287,0.119280240596,L3,IH1803,2886.0
20171211,10001106.SH,510050C1803M02850,2.85,0.1291,0.149,0.1236,0.149,1365.0,4166.0,1851673.0,10000,20180328,510050.SH,2.898,0.623,-0.226,1.384,0.596,0.486,0.199682330151,0.198428212164,0.168624255388,0.130848137297,0.128777437732,0.125690919086,0.127356257961,0.119879112587,L3,IH1803,2918.2
