日期,合约编码,交易代码,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,到期日,标的代码,标的收盘价,Delta,Theta,Gamma,Vega,Rho,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,连续标志,期货代码,期货收盘
20180125,10001224.SH,510050P1809M03200,3.2,0.1715,0.1724,0.1523,0.1639,1904.0,669.0,3116954.0,10000,20180926,510050.SH,3.15,-0.462,-0.079,0.936,1.023,-1.082,0.0951015273298,0.0858883645164,0.122672257937,0.152967644119,0.132599370388,0.129449903673,0.127179187338,0.128799167758,L4,IH1809,3204.4
20180126,10001224.SH,510050P1809M03200,3.2,0.1621,0.1665,0.1406,0.1499,3436.0,1907.0,5076162.0,10000,20180926,510050.SH,3.171,-0.442,-0.078,0.949,1.021,-1.033,0.0932605840362,0.0856969794974,0.119376814326,0.153287757675,0.132225213545,0.127731413976,0.127220957103,0.128878216481,L4,IH1809,3219.6
20180129,10001224.SH,510050P1809M03200,3.2,0.1486,0.173,0.1368,0.173,3004.0,2931.0,4413417.0,10000,20180926,510050.SH,3.114,-0.499,-0.07,1.001,1.007,-1.136,0.144430250747,0.117693650901,0.127076376935,0.158431285065,0.13614532434,0.130208671362,0.129413251682,0.13092019105,L4,IH1809,3161.4
20180130,10001224.SH,510050P1809M03200,3.2,0.1725,0.1906,0.1681,0.1898,1249.0,2732.0,2224779.0,10000,20180926,510050.SH,3.075,-0.541,-0.062,1.032,0.987,-1.213,0.158918748851,0.121945096939,0.134860014052,0.160720842144,0.138079321221,0.13166667479,0.130562752468,0.131872979525,L4,IH1809,3121.4
20180131,10001224.SH,510050P1809M03200,3.2,0.1988,0.1988,0.17,0.172,1676.0,2525.0,3049189.0,10000,20180926,510050.SH,3.113,-0.502,-0.07,1.013,1.003,-1.13,0.169439227118,0.126203509408,0.133211567393,0.161010238872,0.139020297707,0.132612442549,0.13127225535,0.131491956069,L4,IH1809,3150.0
20180201,10001224.SH,510050P1809M03200,3.2,0.1748,0.1785,0.1629,0.1629,661.0,2581.0,1132312.0,10000,20180926,510050.SH,3.134,-0.48,-0.074,0.998,1.006,-1.083,0.163558718546,0.126689703458,0.133680927276,0.16133472974,0.13921410075,0.132343204236,0.131094635321,0.13163045808,L4,IH1809,3158.6
20180202,10001224.SH,510050P1809M03200,3.2,0.1693,0.1862,0.1523,0.156,1037.0,2406.0,1708196.0,10000,20180926,510050.SH,3.145,-0.47,-0.074,1.004,1.006,-1.056,0.163953076549,0.12660947383,0.133400941488,0.161316863795,0.139191158015,0.132203115672,0.130950061332,0.13164852883,L4,IH1809,3192.6
20180205,10001224.SH,510050P1809M03200,3.2,0.1693,0.17,0.1438,0.1438,591.0,2622.0,931637.0,10000,20180926,510050.SH,3.18,-0.436,-0.081,0.964,1.001,-0.977,0.170428250192,0.12933052699,0.133278128043,0.161240654776,0.140040812646,0.13054593587,0.131421997105,0.131544972267,L4,IH1809,3229.0
20180206,10001224.SH,510050P1809M03200,3.2,0.1543,0.2097,0.1543,0.2094,3734.0,2179.0,7213160.0,10000,20180926,510050.SH,3.11,-0.495,-0.098,0.839,0.989,-1.111,0.191692005188,0.156485497367,0.151529163328,0.168046088934,0.145428046235,0.134517171178,0.134515895769,0.134314311649,L4,IH1809,3133.8
20180207,10001224.SH,510050P1809M03200,3.2,0.1975,0.2665,0.1351,0.2505,3279.0,2712.0,6854231.0,10000,20180926,510050.SH,3.023,-0.572,-0.083,0.864,0.944,-1.252,0.230752277481,0.187638297886,0.174795902835,0.177729954908,0.153430942387,0.140821745684,0.139097057862,0.138722659311,L4,IH1809,3031.0
20180208,10001224.SH,510050P1809M03200,3.2,0.2481,0.3179,0.2469,0.3041,1502.0,2360.0,4260236.0,10000,20180926,510050.SH,2.939,-0.641,-0.069,0.834,0.872,-1.378,0.258062076457,0.212540196053,0.183866489004,0.186702090582,0.160213044143,0.146655022788,0.142578249348,0.142702025055,L4,IH1809,2961.2
20180209,10001224.SH,510050P1809M03200,3.2,0.3424,0.5246,0.331,0.488,2148.0,1509.0,9740177.0,10000,20180926,510050.SH,2.803,-0.637,-0.136,0.553,0.833,-1.426,0.312694311343,0.263540730932,0.228819864173,0.208506208713,0.1786962861,0.161783793549,0.155208362378,0.152810218058,L4,IH1809,2765.2
20180212,10001224.SH,510050P1809M03200,3.2,0.4729,0.4814,0.42,0.4337,521.0,1430.0,2401249.0,10000,20180926,510050.SH,2.8,-0.7,-0.077,0.665,0.766,-1.482,0.315437707614,0.260132411969,0.228770525441,0.204326691999,0.178605972843,0.161693638792,0.155177863594,0.152798500122,L4,IH1809,2778.0
20180213,10001224.SH,510050P1809M03200,3.2,0.4086,0.4086,0.374,0.4041,344.0,1508.0,1351250.0,10000,20180926,510050.SH,2.848,-0.665,-0.092,0.675,0.815,-1.415,0.342873544151,0.267869130552,0.228769257592,0.207454045594,0.180170464974,0.163394184621,0.156452530438,0.150383062846,L4,IH1809,2821.4
20180214,10001224.SH,510050P1809M03200,3.2,0.3923,0.4068,0.39,0.3928,183.0,1590.0,724973.0,10000,20180926,510050.SH,2.866,-0.652,-0.098,0.679,0.83,-1.388,0.334679516948,0.269364057581,0.229539531263,0.204934580698,0.180403271172,0.163076616888,0.156040344369,0.150491740711,L4,IH1809,2858.6
20180222,10001224.SH,510050P1809M03200,3.2,0.3786,0.3786,0.3448,0.3464,147.0,1529.0,520317.0,10000,20180926,510050.SH,2.925,-0.622,-0.106,0.72,0.855,-1.282,0.357111908532,0.277405366272,0.237011921769,0.208824595408,0.183135330462,0.165244518529,0.157979629057,0.152155518139,L4,IH1809,2914.2
